lake_id,lake_name,lake_county,nearest_town,lake_area,littoral_area,lake_depth,mean_depth,water_access_sites,lake_longitude,lake_latitude
30007200,Long,Isanti,Isanti,387.37,381.58,15.0,5.0,"['was00880', 'was00881']",-93.345828,45.475207
30009600,Lory,Isanti,Dalbo,222.35,197.0,21.0,0.0,['was02628'],-93.358006,45.721913
30000700,Lower Birch,Isanti,Stacy,0.0,0.0,0.0,0.0,[],-93.052346,45.43867
30007000,Marget,Isanti,East Lake Francis Shores,0.0,0.0,0.0,0.0,[],-93.315689,45.46856
30001100,Mud,Isanti,Branch (subdivision),0.0,0.0,0.0,0.0,[],-93.039426,45.471391
30011700,Mud,Isanti,Spencer Brook,0.0,0.0,0.0,0.0,[],-93.45795,45.488068
30014300,North Stanchfield,Isanti,Dalbo,156.83,156.83,11.0,6.0,[],-93.450997,45.655095
30001800,Rice,Isanti,Spring Lake (Isanti),0.0,0.0,0.0,0.0,[],-93.046473,45.524361
30004800,Rum,Isanti,Grandy,0.0,0.0,0.0,0.0,[],-93.188746,45.599925
30005900,Seventeen,Isanti,Braham,31.95,0.0,24.0,0.0,[],-93.240582,45.693775
30013800,South Stanchfield,Isanti,Carmody,410.84,366.0,17.0,0.0,['was00284'],-93.471164,45.639648
30013500,Spectacle,Isanti,Cambridge,246.19,157.1,51.5,8.6,['was00276'],-93.404286,45.573026
30010400,Stony,Isanti,Crown,0.0,0.0,0.0,0.0,[],-93.493276,45.44675
30002700,Stratton,Isanti,Bethel,0.0,0.0,0.0,0.0,[],-93.250187,45.432382
30011300,Tennyson,Isanti,Spencer Brook,0.0,0.0,0.0,0.0,[],-93.488928,45.513132
30000400,Twin,Isanti,Weber,0.0,0.0,0.0,0.0,[],-93.057997,45.446134
30001600,Unnamed,Isanti,Spring Lake (Isanti),0.0,0.0,0.0,0.0,[],0.0,0.0
30003700,Unnamed,Isanti,,0.0,0.0,0.0,0.0,[],0.0,0.0
30007100,Unnamed,Isanti,East Lake Francis Shores,0.0,0.0,0.0,0.0,[],0.0,0.0
30016200,Unnamed,Isanti,Day,0.0,0.0,0.0,0.0,[],0.0,0.0
30000500,Upper Birch,Isanti,Stacy,0.0,0.0,0.0,0.0,[],-93.044436,45.443801
30005700,Upper Rice,Isanti,Andree,0.0,0.0,0.0,0.0,['was00324'],-93.22827,45.716369
30008800,Williams,Isanti,Walbo,0.0,0.0,0.0,0.0,[],-93.345361,45.607877
31064200,Adele,Itasca,Marcell,0.0,0.0,0.0,0.0,[],-93.655201,47.469733
31045600,Alice,Itasca,Marcell,58.84,0.0,70.0,0.0,[],-93.496349,47.625299
31087400,Alice,Itasca,Squaw Lake,40.62,11.0,65.0,0.0,[],-94.156542,47.59785
31048800,Allen,Itasca,Marcell,57.22,0.0,25.0,0.0,[],-93.501802,47.562633
31059700,Amen,Itasca,Suomi,214.65,107.0,75.0,0.0,[],-93.63316,47.425534
31086500,Amik,Itasca,Inger,0.0,0.0,0.0,0.0,[],-94.090088,47.542313
31035000,Anderson,Itasca,Bigfork,294.53,71.0,110.0,30.0,[],-93.45757,47.668311
31030500,Ann,Itasca,Bigfork,95.53,70.0,20.0,0.0,[],-93.421579,47.647244
31034900,Antler,Itasca,Bigfork,233.99,76.5,90.0,0.0,['was02715'],-93.44989,47.628491
31080500,Arrowhead,Itasca,Wirt,138.5,12.0,30.0,0.0,['was02728'],-93.814437,47.707717
31069000,Aspen,Itasca,Bigfork,72.66,0.0,26.0,0.0,[],-93.662718,47.714863
31061500,Baldy,Itasca,Alder,23.91,0.0,47.0,0.0,[],-93.59634,47.5392
31081200,Ball Club,Itasca,Ball Club,4335.29,984.0,85.0,0.0,"['was01911', 'was01914']",-93.942962,47.35937
31025900,Balsam,Itasca,Taconite,715.83,296.0,37.0,0.0,['was01810'],-93.413088,47.533746
31025200,Unnamed,Itasca,Taconite,52.54,52.54,15.0,5.0,[],0.0,0.0
31064000,Balloon,Itasca,Marcell,0.0,0.0,0.0,0.0,[],-93.672429,47.484252
31030800,Bartlet,Itasca,Bigfork,119.27,119.27,8.0,4.0,[],-93.378759,47.64039
31027800,Barwise,Itasca,Marcell,92.31,43.0,50.0,0.0,['was02002'],-93.416071,47.558257
31011500,Bass,Itasca,Marble,0.0,0.0,0.0,0.0,[],-93.288877,47.292276
31020700,Bass,Itasca,Blackberry,0.0,0.0,0.0,0.0,[],-93.374227,47.224915
31023000,Bass,Itasca,Marble,130.52,75.0,43.0,0.0,[],-93.343212,47.448117
31030900,Bass,Itasca,Togo,0.0,0.0,0.0,0.0,[],-93.344554,47.637419
31031600,Bass,Itasca,Togo,121.69,33.0,65.0,0.0,['was01799'],-93.402809,47.789045
31051100,Bass,Itasca,Bigfork,64.36,19.0,45.0,0.0,[],-93.48458,47.67603
31057600,Bass,Itasca,Cohasset,2715.15,1254.0,76.0,0.0,"['was02732', 'was01934', 'was02846']",-93.651626,47.312914
31083300,Bass,Itasca,Spring Lake (Itasca),92.75,60.0,25.0,0.0,[],-93.962351,47.632797
31070400,Batson,Itasca,Marcell,114.1,39.0,50.0,20.0,[],-93.614698,47.644601
31019700,Battle,Itasca,Effie,243.32,243.32,15.0,0.0,[],-93.341543,47.828993
31072300,Bay,Itasca,Deer River,0.0,0.0,0.0,0.0,[],-93.711037,47.391097
31015700,Bear,Itasca,Nashwauk,344.26,268.0,16.0,0.0,['was01814'],-93.267139,47.669339
31005800,Beatrice,Itasca,Side Lake,123.79,73.1,29.0,0.0,['was01173'],-93.067217,47.708096
31002800,Beauty,Itasca,Goodland,216.11,152.0,31.0,0.0,['was01936'],-93.081853,47.226677
31026100,Beaver,Itasca,Marcell,58.26,36.0,30.0,0.0,[],-93.438726,47.624853
31059000,Beaver,Itasca,Suomi,60.39,42.0,30.0,0.0,[],-93.659227,47.4466
31063800,Beaver,Itasca,Marcell,0.0,0.0,0.0,0.0,[],-93.657324,47.474807
31044300,Bee Cee,Itasca,Grand Rapids,29.32,18.0,33.0,11.0,[],-93.531067,47.474087
31072600,Bello,Itasca,Marcell,527.41,251.0,58.0,0.0,['was01938'],-93.720813,47.667035
31001700,Bengal,Itasca,Bengal,48.8,12.0,54.0,0.0,[],-93.070371,47.272804
31092000,Bergville,Itasca,Bergville,0.0,0.0,0.0,0.0,[],-94.266208,47.783105
31068600,Bevo,Itasca,Marcell,63.68,32.0,40.0,0.0,[],-93.631165,47.632
31086200,Biauswah,Itasca,Max,0.0,0.0,0.0,0.0,[],-94.120529,47.548382
31022300,Big Diamond,Itasca,Holman,155.83,61.0,31.0,0.0,[],-93.347206,47.326734
31065600,Big Dick,Itasca,Marcell,259.53,152.0,20.0,0.0,['was02730'],-93.60994,47.609771
31059800,Big Horn,Itasca,Suomi,37.58,22.0,23.0,0.0,[],-93.62482,47.439418
31067100,Big Island,Itasca,Marcell,242.65,202.0,42.0,0.0,['was01815'],-93.595544,47.569999
31062700,Big Jack,Itasca,Alder,25.51,0.0,46.0,0.0,[],-93.60718,47.526625
31012000,Big McCarthy,Itasca,Cooley,104.49,41.0,45.0,0.0,['was01935'],-93.263477,47.409999
31067000,Big Ole,Itasca,Marcell,216.95,84.0,65.0,0.0,['was02718'],-93.615652,47.569705
31040800,Big Rainbarrel,Itasca,Taconite,21.34,16.0,44.0,0.0,[],-93.463221,47.37931
31076800,Big Rose,Itasca,Talmoon,72.99,60.0,25.0,0.0,[],-93.763154,47.679337
31012400,Big Sucker,Itasca,Nashwauk,258.62,138.0,36.0,20.0,['was00434'],-93.262076,47.385044
31079300,Big Too Much,Itasca,Talmoon,291.96,56.0,95.0,0.0,['was02945'],-93.787134,47.645474
31083400,Bird's Eye,Itasca,Max,80.08,45.5,50.0,0.0,[],-93.981896,47.606657
31041600,Black Island,Itasca,Alder,117.1,72.0,59.0,0.0,[],-93.531983,47.52666
31021000,Blackberry,Itasca,Blackberry,0.0,0.0,0.0,0.0,[],-93.395135,47.205372
31056100,Blackwater,Itasca,Cohasset,600.53,629.17,72.0,0.0,[],0.0,0.0
31048400,Blandin,Itasca,Marcell,105.39,0.0,20.0,0.0,[],-93.465392,47.574246
31053300,Blandin,Itasca,Grand Rapids,490.4,366.0,38.0,0.0,[],-93.558256,47.237664
31041800,Blind,Itasca,Alder,42.88,0.0,106.0,0.0,[],-93.546901,47.533308
31028500,Blind Pete,Itasca,Togo,69.24,56.0,20.0,0.0,[],-93.378781,47.706367
31051500,Bloom,Itasca,Marcell,0.0,0.0,0.0,0.0,[],-93.494079,47.643225
31026500,Bluebill,Itasca,Marcell,147.58,147.58,14.0,0.0,['was01800'],-93.406567,47.610665
31039500,Bluewater,Itasca,Grand Rapids,364.22,72.0,120.0,0.0,[],-93.553737,47.42033
31078000,Boggy,Itasca,Talmoon,0.0,0.0,0.0,0.0,[],-93.771314,47.644006
31040300,Bosley,Itasca,Canisteo,0.0,0.0,0.0,0.0,[],-93.566701,47.394493
31005200,Bower,Itasca,Nashwauk,93.09,39.0,35.0,20.0,['was01158'],-93.139628,47.591596
31081300,Bowstring,Itasca,Deer River,9528.17,4736.0,32.0,0.0,"['was01913', 'was02724', 'was01924']",-93.916276,47.535985
31062300,Boy,Itasca,Alder,42.87,10.0,42.0,0.0,[],-93.665437,47.522059
31014700,Bray,Itasca,Nashwauk,177.2,75.0,44.0,0.0,[],-93.283704,47.46357
31051400,Brush Shanty,Itasca,Bigfork,149.18,50.0,35.0,0.0,[],-93.466169,47.650099
31006900,Buck,Itasca,Nashwauk,495.07,180.0,31.0,0.0,['was02713'],-93.186607,47.53756
31027200,Buckman,Itasca,Marcell,0.0,0.0,0.0,0.0,[],-93.408869,47.573269
31065400,Burns,Itasca,Marcell,181.29,78.0,100.0,40.0,['was01816'],-93.605488,47.622017
31042400,Burnt Shanty,Itasca,Marcell,198.41,127.0,35.0,15.0,['was02716'],-93.52202,47.513354
31041300,Burrows,Itasca,Marcell,305.56,227.0,38.0,0.0,['was01811'],-93.488568,47.527912
31071300,Bustic,Itasca,Bigfork,84.01,35.0,35.0,0.0,[],-93.66998,47.734201
31053000,Busties,Itasca,Craigville,245.14,71.0,44.0,0.0,['was02714'],-93.49802,47.858614
31061900,Butterfinger,Itasca,Alder,0.0,0.0,0.0,0.0,[],-93.625161,47.529211
31017500,Buttonbox,Itasca,Togo,81.42,68.0,18.0,0.0,['was00957'],-93.292663,47.853828
31054400,Cameron,Itasca,Marcell,63.82,0.0,35.0,0.0,['was01813'],-93.573536,47.654393
31062000,Caribou,Itasca,Marcell,246.5,45.0,152.0,0.0,['was01818'],-93.639976,47.526938
31036600,Carlson,Itasca,Grand Rapids,188.07,188.06,7.0,0.0,[],-93.547105,47.119948
31064100,Carpenter,Itasca,Suomi,38.55,0.0,52.0,0.0,['was02720'],-93.701543,47.461481
31057201,Cavanaugh,Itasca,Cohasset,55.24,44.0,48.0,0.0,[],-93.619109,47.218981
31068800,Cedar,Itasca,Bigfork,0.0,0.0,0.0,0.0,[],-93.57957,47.710464
31082900,Cedar,Itasca,Oslund,177.93,35.0,45.0,0.0,[],-93.974653,47.640472
31053700,Charlotte,Itasca,Cohasset,37.93,37.93,30.0,0.0,[],-93.581531,47.385626
31074900,Chase,Itasca,Deer River,211.34,68.0,95.0,0.0,[],-93.738791,47.366687
31064700,Circle,Itasca,Suomi,0.0,0.0,0.0,0.0,[],-93.617807,47.462677
31057800,Clarke,Itasca,Cohasset,35.09,27.0,34.0,0.0,[],-93.640711,47.360279
31084500,Clear,Itasca,Wirt,140.4,51.0,30.0,0.0,['was01912'],-93.970325,47.752357
31021400,Clearwater,Itasca,Blackberry,131.59,125.0,16.0,0.0,[],-93.380113,47.207118
31040200,Clearwater,Itasca,Taconite,76.12,42.5,38.0,0.0,['was01933'],-93.473211,47.393395
31054000,Clubhouse,Itasca,Marcell,265.3,88.0,103.0,35.0,['was01817'],-93.570154,47.604203
31088300,Coddington,Itasca,Dora Lake,0.0,0.0,0.0,0.0,[],-94.082158,47.760495
31071000,Connors,Itasca,Bigfork,141.76,41.0,68.0,0.0,[],-93.634745,47.778301
31031800,Coon,Itasca,Bigfork,344.77,194.0,30.0,0.0,[],-93.415383,47.746727
31052400,Coon-Sandwick,Itasca,Bigfork,593.57,504.0,36.0,0.0,"['was01805', 'was01806']",-93.5624,47.715831
31059400,Cottonwood,Itasca,Suomi,132.67,55.0,42.0,0.0,['was02847'],-93.697336,47.430467
31035600,Cowhorn,Itasca,Blackberry,0.0,0.0,0.0,0.0,['was01932'],-93.459369,47.103818
31060600,Crane,Itasca,Suomi,0.0,0.0,0.0,0.0,[],-93.640034,47.41919
31019300,Crooked,Itasca,Marble,464.83,104.0,60.0,0.0,"['was01812', 'was01366']",-93.327928,47.448834
31054300,Crooked,Itasca,Marcell,134.48,76.0,46.0,0.0,['was02712'],-93.577296,47.571257
31080900,Crooked,Itasca,Spring Lake (Itasca),103.88,7.0,110.0,0.0,[],-93.813755,47.683467
31017100,Crum,Itasca,Togo,19.21,19.21,14.0,0.0,[],-93.310625,47.864263
